2013-03-26,8.05415253445
2013-03-27,4.24949512159
2013-03-28,6.86489716457
2013-03-29,5.38597450875
2013-03-30,3.65094787848
2013-03-31,7.01398475211
2013-04-01,7.28715927072
2013-04-02,7.68763056535
2013-04-03,5.04406036849
2013-04-04,7.68763056535
2013-04-05,8.17085345697
2013-04-06,8.78724115283
2013-04-07,7.36111643549
2013-04-08,3.86104913663
2013-04-09,7.42404917474
2013-04-10,7.09640192806
2013-04-11,6.64252988638
2013-04-12,6.46076713124
2013-04-13,9.66956259881
2013-04-14,8.36309412331
2013-04-15,6.24835639232
2013-04-16,5.35387084307
2013-04-17,4.11452765384
2013-04-18,9.08109813731
2013-04-19,4.40574751818
2013-04-20,8.41407975586
2013-04-21,9.1742066776
2013-04-22,8.17835982334
2013-04-23,6.75409258726
2013-04-24,8.77667399233
2013-04-25,7.27792265957
2013-04-26,5.91395490261
2013-04-27,8.14598026264
2013-04-28,1.15028962571
2013-04-29,2.43490322128
2013-04-30,8.31731121994
2013-05-01,5.34532517082
2013-05-02,0.107909683687
2013-05-03,5.66396791046
2013-05-04,1.16778527599
2013-05-05,3.23517721956
2013-05-06,4.50117806676
2013-05-07,4.09192521664
2013-05-08,3.19596193264
2013-05-09,3.53977414102
2013-05-10,6.67508398374
2013-05-11,9.12504088532
2013-05-12,9.34145281544
2013-05-13,7.68763056535
2013-05-14,9.39769257189
